TransactionNo,Items,DateTime,Daypart,DayType,User,Rating,overview
8509,Bread,2017-03-21 09:09:04,Morning,Weekday,Ruben,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8510,Bread,2017-03-21 09:12:25,Morning,Weekday,Anita,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8510,Coffee,2017-03-21 09:12:25,Morning,Weekday,Drew,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8511,Coffee,2017-03-21 09:52:11,Morning,Weekday,Connor,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8511,Toast,2017-03-21 09:52:11,Morning,Weekday,Lee,0,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks."
8512,Coffee,2017-03-21 09:53:02,Morning,Weekday,Doug,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8513,Coffee,2017-03-21 09:54:03,Morning,Weekday,Craig,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8513,Pastry,2017-03-21 09:54:03,Morning,Weekday,Wendy,1,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
8514,Coffee,2017-03-21 09:54:33,Morning,Weekday,Paula,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8515,Cookies,2017-03-21 09:59:50,Morning,Weekday,Ethan,3,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
8515,Cake,2017-03-21 09:59:50,Morning,Weekday,Willie,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8515,Mineral water,2017-03-21 09:59:50,Morning,Weekday,Dorothy,5,A refreshing beverage often served alongside cakes to cleanse the palate and provide hydration.
8516,Coffee,2017-03-21 10:40:50,Morning,Weekday,Evan,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8516,Toast,2017-03-21 10:40:50,Morning,Weekday,Elias,2,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks."
8517,Baguette,2017-03-21 10:54:19,Morning,Weekday,Tammy,2,"A long, thin loaf of French bread with a crisp crust and soft interior, perfect for making sandwiches or serving with soups and salads."
8518,Farm House,2017-03-21 10:58:06,Morning,Weekday,Don,4,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits."
8519,Cake,2017-03-21 11:04:33,Morning,Weekday,Tammy,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8519,Tea,2017-03-21 11:04:33,Morning,Weekday,Eleanor,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8519,Coffee,2017-03-21 11:04:33,Morning,Weekday,Virginia,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8520,Farm House,2017-03-21 11:12:08,Morning,Weekday,Patrick,0,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits."
8520,Coffee,2017-03-21 11:12:08,Morning,Weekday,Sally,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8521,Coffee,2017-03-21 11:18:52,Morning,Weekday,Luke,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8521,Coffee,2017-03-21 11:18:52,Morning,Weekday,Courtney,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8522,Bread,2017-03-21 11:20:42,Morning,Weekday,Debra,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8523,Coffee,2017-03-21 12:05:24,Afternoon,Weekday,Chris,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8523,Muffin,2017-03-21 12:05:24,Afternoon,Weekday,Cameron,2,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
8524,Christmas common,2017-03-21 12:12:56,Afternoon,Weekday,Irene,0,"Traditional British Christmas cakes made with dried fruits, nuts, and spices, often soaked in alcohol for added flavor and richness."
8525,Coffee,2017-03-21 12:41:29,Afternoon,Weekday,Jason,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8525,Sandwich,2017-03-21 12:41:29,Afternoon,Weekday,Linda,2,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8525,Soup,2017-03-21 12:41:29,Afternoon,Weekday,Owen,1,"Warm, comforting soups served alongside cakes for a satisfying meal."
8526,Sandwich,2017-03-21 12:42:28,Afternoon,Weekday,Heidi,5,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8526,Mineral water,2017-03-21 12:42:28,Afternoon,Weekday,Sabrina,3,A refreshing beverage often served alongside cakes to cleanse the palate and provide hydration.
8527,Bread,2017-03-21 12:55:09,Afternoon,Weekday,Maureen,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8528,Coffee,2017-03-21 12:59:19,Afternoon,Weekday,Russell,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8528,Bread,2017-03-21 12:59:19,Afternoon,Weekday,Lisa,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8528,Spanish Brunch,2017-03-21 12:59:19,Afternoon,Weekday,Lisa,1,"A leisurely mid-morning meal featuring a variety of Spanish dishes, such as tortilla espanola, chorizo, and pan con tomate."
8528,Sandwich,2017-03-21 12:59:19,Afternoon,Weekday,Rex,4,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8528,Bread,2017-03-21 12:59:19,Afternoon,Weekday,Kyle,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8528,Farm House,2017-03-21 12:59:19,Afternoon,Weekday,Alicia,4,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits."
8529,Coffee,2017-03-21 13:21:56,Afternoon,Weekday,June,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8529,Cake,2017-03-21 13:21:56,Afternoon,Weekday,Vernon,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8530,Coffee,2017-03-21 13:26:40,Afternoon,Weekday,Mathew,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8531,Tea,2017-03-21 13:28:26,Afternoon,Weekday,Irene,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8531,Soup,2017-03-21 13:28:26,Afternoon,Weekday,Beverly,4,"Warm, comforting soups served alongside cakes for a satisfying meal."
8532,Coffee,2017-03-21 13:32:05,Afternoon,Weekday,Dorothy,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8532,Cookies,2017-03-21 13:32:05,Afternoon,Weekday,Shawn,4,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
8533,Coffee,2017-03-21 13:54:28,Afternoon,Weekday,Michelle,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8533,Sandwich,2017-03-21 13:54:28,Afternoon,Weekday,Doug,3,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8534,Coffee,2017-03-21 13:55:37,Afternoon,Weekday,Stephen,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8534,Coffee,2017-03-21 13:55:37,Afternoon,Weekday,Douglas,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8534,Bread,2017-03-21 13:55:37,Afternoon,Weekday,Frederick,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8535,Jam,2017-03-21 14:08:21,Afternoon,Weekday,Miranda,4,"A sweet spread made from fruits, commonly used in cake fillings, adding fruity flavors and moisture."
8536,Cake,2017-03-21 14:14:44,Afternoon,Weekday,Gladys,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8536,Bread,2017-03-21 14:14:44,Afternoon,Weekday,Wade,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8537,Sandwich,2017-03-21 14:21:35,Afternoon,Weekday,Connie,3,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8537,Coffee,2017-03-21 14:21:35,Afternoon,Weekday,Debra,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8538,Truffles,2017-03-21 14:23:52,Afternoon,Weekday,Nathaniel,2,"Decadent chocolate confections made from ganache rolled in cocoa powder, nuts, or other coatings, perfect for indulgent treats or gifts."
8539,Coffee,2017-03-21 14:24:24,Afternoon,Weekday,Kim,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8539,Truffles,2017-03-21 14:24:24,Afternoon,Weekday,Olivia,0,"Decadent chocolate confections made from ganache rolled in cocoa powder, nuts, or other coatings, perfect for indulgent treats or gifts."
8540,Coffee,2017-03-21 14:35:10,Afternoon,Weekday,Kenneth,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8540,Soup,2017-03-21 14:35:10,Afternoon,Weekday,Louis,4,"Warm, comforting soups served alongside cakes for a satisfying meal."
8540,Sandwich,2017-03-21 14:35:10,Afternoon,Weekday,John,3,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8541,Sandwich,2017-03-21 14:37:02,Afternoon,Weekday,June,1,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8541,Coffee,2017-03-21 14:37:02,Afternoon,Weekday,Vanessa,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8541,Tea,2017-03-21 14:37:02,Afternoon,Weekday,Debbie,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8542,Sandwich,2017-03-21 14:55:09,Afternoon,Weekday,Shaun,5,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
8542,Coffee,2017-03-21 14:55:09,Afternoon,Weekday,Ruben,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8542,Tea,2017-03-21 14:55:09,Afternoon,Weekday,Margaret,1,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
8544,Coffee,2017-03-21 15:01:13,Afternoon,Weekday,Rex,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8544,Cookies,2017-03-21 15:01:13,Afternoon,Weekday,Ken,5,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
8545,Coffee,2017-03-21 15:22:57,Afternoon,Weekday,Ricky,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8545,Bread,2017-03-21 15:22:57,Afternoon,Weekday,Grace,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8545,Muffin,2017-03-21 15:22:57,Afternoon,Weekday,Tyler,3,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
8545,Baguette,2017-03-21 15:22:57,Afternoon,Weekday,Dale,3,"A long, thin loaf of French bread with a crisp crust and soft interior, perfect for making sandwiches or serving with soups and salads."
8546,Bread,2017-03-21 15:28:53,Afternoon,Weekday,Rita,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8546,Christmas common,2017-03-21 15:28:53,Afternoon,Weekday,Hugh,4,"Traditional British Christmas cakes made with dried fruits, nuts, and spices, often soaked in alcohol for added flavor and richness."
8547,Coffee,2017-03-21 15:34:55,Afternoon,Weekday,Lester,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8547,Bread,2017-03-21 15:34:55,Afternoon,Weekday,Dave,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8547,Cookies,2017-03-21 15:34:55,Afternoon,Weekday,Grant,2,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
8547,Cake,2017-03-21 15:34:55,Afternoon,Weekday,Rick,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8548,Coffee,2017-03-21 15:35:07,Afternoon,Weekday,Joanna,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8549,Bread,2017-03-21 15:45:37,Afternoon,Weekday,Ralph,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8550,Coffee,2017-03-21 15:46:16,Afternoon,Weekday,Dave,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
8550,Cake,2017-03-21 15:46:16,Afternoon,Weekday,Blake,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
8550,Bread,2017-03-21 15:46:16,Afternoon,Weekday,Jose,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
8551,Half slice Monster ,2017-03-21 15:49:32,Afternoon,Weekday,Ricardo,3,
8551,Juice,2017-03-21 15:49:32,Afternoon,Weekday,Mabel,3,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.
8551,Cookies,2017-03-21 15:49:32,Afternoon,Weekday,Kimberly,3,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
8551,Coffee,2017-03-21 15:49:32,Afternoon,Weekday,Daniel,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
